#ID = reference ID
#GeneID = EntrezGene ID
#REFSEQ = RefSeq ID
#GB_ACC = GenBank accession number
#Symbol = Gene symbol
#Description = Description
#OMIM = OMIM ID
#chromosome = chromosome number
#map.location = location on the chromosome
ID	GeneID	REFSEQ	GB_ACC	Symbol	Description	OMIM	chromosome	map.location
DAP3_2187	3902	NM_002286 ; NP_002277	NM_002286	LAG3	lymphocyte-activation gene 3	153337	12	12p13.32
DAP3_2190	346	NM_001646 ; NP_001637	NM_001646	APOC4	apolipoprotein C-IV	600745	19	19q13.2
DAP3_2192	6645	NM_006750 ; NP_006741	NM_006750	SNTB2	syntrophin, beta 2 (dystrophin-associated protein A1, 59kDa, basic component 2)	600027	16	16q22-q23
DAP3_2195	6855	NM_003179 ; NP_003170	NM_003179	SYP	synaptophysin	313475	X	Xp11.23-p11.22
DAP3_2198	2646	NM_001486 ; NP_001477	NM_001486	GCKR	glucokinase (hexokinase 4) regulator	600842	2	2p23
DAP3_2202	7450	NM_000552 ; NP_000543	NM_000552	VWF	von Willebrand factor	193400	12	12p13.3
DAP3_2204	6249	NM_002956 ; NP_002947 ; NM_198240 ; NP_937883	NM_002956	CLIP1	CAP-GLY domain containing linker protein 1	179838	12	12q24.3
DAP3_2205	6035	NM_002933 ; NP_002924 ; NM_198232 ; NP_937875 ; NM_198234 ; NP_937877 ; NM_198235 ; NP_937878	NM_002933	RNASE1	ribonuclease, RNase A family, 1 (pancreatic)	180440	14	14q11.2
DAP3_2208	5207	NM_002625 ; NP_002616	NM_002625	PFKFB1	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1	311790	X	Xp11.21
DAP3_2209	9134	NM_057735 ; NP_477083 ; NM_057749 ; NP_477097	NM_057735	CCNE2	cyclin E2	603775	8	8q22.1
DAP3_2215	2011	NM_001039468 ; NP_001034557 ; NM_001039469 ; NP_001034558 ; NM_004954 ; NP_004945 ; NM_017490 ; NP_059672	NM_001039468	MARK2	MAP/microtubule affinity-regulating kinase 2	600526	11	11q12-q13
DAP3_2216	5502	NM_006741 ; NP_006732	NM_006741	PPP1R1A	protein phosphatase 1, regulatory (inhibitor) subunit 1A	NA	12	12q13.2
DAP3_2222	9751	NM_014723 ; NP_055538	NM_014723	SNPH	syntaphilin	604942	20	20p13
DAP3_2225	26227	NM_006623 ; NP_006614	NM_006623	PHGDH	phosphoglycerate dehydrogenase	601815 ; 606879	1	1p12
DAP3_2230	6014	NM_002930 ; NP_002921	NM_002930	RIT2	Ras-like without CAAX 2	609592	18	18q12.3
DAP3_2232	2987	NM_000858 ; NP_000849	NM_000858	GUK1	guanylate kinase 1	139270	1	1q32-q41
DAP3_2236	23196	NM_014612 ; NP_055427	NM_014612	FAM120A	family with sequence similarity 120A	NA	9	9q22.31
DAP3_2247	55303	NM_018326 ; NP_060796	NM_018326	GIMAP4	GTPase, IMAP family member 4	608087	7	7q36.1
DAP3_2249	6560	NM_005072 ; NP_005063	NM_005072	SLC12A4	solute carrier family 12 (potassium/chloride transporters), member 4	604119	16	16q22.1
DAP3_2252	3109	NM_002118 ; NP_002109	NM_002118	HLA-DMB	major histocompatibility complex, class II, DM beta	142856	6	6p21.3
DAP3_2254	2628	NM_001482 ; NP_001473	NM_001482	GATM	glycine amidinotransferase (L-arginine:glycine amidinotransferase)	602360	15	15q21.1
DAP3_2256	3189	NM_012207 ; NP_036339 ; NM_021644 ; NP_067676	NM_012207	HNRPH3	heterogeneous nuclear ribonucleoprotein H3 (2H9)	602324	10	10q22
DAP3_2257	51176	NM_016269 ; NP_057353	NM_016269	LEF1	lymphoid enhancer-binding factor 1	153245	4	4q23-q25
DAP3_2259	5619	NM_002761 ; NP_002752	NM_002761	PRM1	protamine 1	182880	16	16p13.2
DAP3_2261	1012	NM_001257 ; NP_001248	NM_001257	CDH13	cadherin 13, H-cadherin (heart)	601364	16	16q24.2-q24.3
DAP3_2265	57758	NM_020974 ; NP_066025	NM_020974	SCUBE2	signal peptide, CUB domain, EGF-like 2	NA	11	11p15.3
DAP3_2271	3861	NM_000526 ; NP_000517	NM_000526	KRT14	keratin 14 (epidermolysis bullosa simplex, Dowling-Meara, Koebner)	125595 ; 131800 ; 148066 ; 161000 ; 601001	17	17q12-q21
DAP3_2277	366	NM_020980 ; NP_066190	NM_020980	AQP9	aquaporin 9	602914	15	15q22.1-q22.2
DAP3_2281	5194	NM_002618 ; NP_002609	NM_002618	PEX13	peroxisome biogenesis factor 13	202370 ; 214100 ; 601789	2	2p14-p16
DAP3_2291	2252	NM_002009 ; NP_002000	NM_002009	FGF7	fibroblast growth factor 7 (keratinocyte growth factor)	148180	15	15q15-q21.1
DAP3_2296	8557	NM_003673 ; NP_003664	NM_003673	TCAP	titin-cap (telethonin)	601954 ; 604488 ; 607487	17	17q12
DAP3_2297	10040	NM_005486 ; NP_005477	NM_005486	TOM1L1	target of myb1 (chicken)-like 1	604701	17	17q23.2
DAP3_2298	9604	NM_004290 ; NP_004281 ; NM_183398 ; NP_899645 ; NM_183399 ; NP_899646 ; NM_183400 ; NP_899647 ; NM_183401 ; NP_899648	NM_004290	RNF14	ring finger protein 14	605675	5	5q23.3-q31.1
DAP3_2304	7596	NM_003425 ; NP_003416	NM_003425	ZNF45	zinc finger protein 45	194554	19	19q13.2
DAP3_2305	10776	NM_006628 ; NP_006619	NM_006628	ARPP-19	NA	605487	15	15q21.2
DAP3_2308	79586	NM_024536 ; NP_078812	NM_024536	CHPF	NA	610405	2	2q35
DAP3_2311	4595	NM_001048171 ; NP_001041636 ; NM_001048172 ; NP_001041637 ; NM_001048173 ; NP_001041638 ; NM_001048174 ; NP_001041639 ; NM_012222 ; NP_036354	NM_001048171	MUTYH	mutY homolog (E. coli)	132600 ; 137215 ; 604933 ; 608456	1	1p34.3-p32.1
DAP3_2312	7148	; NM_019105 ; NP_061978 ; NM_032470 ; NP_115859	NM_019105	TNXB	tenascin XB	130020 ; 600985 ; 606408	6	6p21.3
DAP3_2316	5784	NM_005401 ; NP_005392	NM_005401	PTPN14	protein tyrosine phosphatase, non-receptor type 14	603155	1	1q32.2
DAP3_2318	56911	NM_020152 ; NP_064537	NM_020152	C21orf7	chromosome 21 open reading frame 7	NA	21	21q22.3
DAP3_2320	5315	NM_002654 ; NP_002645 ; NM_182470 ; NP_872270 ; NM_182471 ; NP_872271	NM_002654	PKM2	pyruvate kinase, muscle	179050	15	15q22
DAP3_2321	10138	NM_001012424 ; NP_001012424 ; NM_005748 ; NP_005739	NM_001012424	YAF2	YY1 associated factor 2	607534	12	12q12
DAP3_2322	4045	NM_002338 ; NP_002329	NM_002338	LSAMP	limbic system-associated membrane protein	603241	3	3q13.2-q21
DAP3_2324	3699	NM_002217 ; NP_002208	NM_002217	ITIH3	inter-alpha (globulin) inhibitor H3	146650	3	3p21.2-p21.1
DAP3_2326	5423	NM_002690 ; NP_002681	NM_002690	POLB	polymerase (DNA directed), beta	174760	8	8p11.2
DAP3_2327	5770	NM_002827 ; NP_002818	NM_002827	PTPN1	protein tyrosine phosphatase, non-receptor type 1	176885 ; 609830	20	20q13.1-q13.2
DAP3_2328	7186	NM_021138 ; NP_066961	NM_021138	TRAF2	TNF receptor-associated factor 2	601895	9	9q34
DAP3_2329	3428	NM_005531 ; NP_005522	NM_005531	IFI16	interferon, gamma-inducible protein 16	147586	1	1q22
DAP3_2330	10240	NM_005830 ; NP_005821	NM_005830	MRPS31	mitochondrial ribosomal protein S31	NA	13	13q14.11
DAP3_2331	6514	NM_000340 ; NP_000331	NM_000340	SLC2A2	solute carrier family 2 (facilitated glucose transporter), member 2	138160 ; 227810	3	3q26.1-q26.2
DAP3_2342	6472	NM_005412 ; NP_005403	NM_005412	SHMT2	serine hydroxymethyltransferase 2 (mitochondrial)	138450	12	12q12-q14
DAP3_2347	2914	NM_000841 ; NP_000832	NM_000841	GRM4	glutamate receptor, metabotropic 4	604100	6	6p21.3
DAP3_2350	5110	NM_005389 ; NP_005380	NM_005389	PCMT1	protein-L-isoaspartate (D-aspartate) O-methyltransferase	176851	6	6q24-q25
DAP3_2352	51042	NM_015871 ; NP_056955	NM_015871	ZNF593	zinc finger protein 593	NA	1	1p36.11
DAP3_2354	2073	NM_000123 ; NP_000114	NM_000123	ERCC5	excision repair cross-complementing rodent repair deficiency, complementation group 5 (xeroderma pigmentosum, complementation group G (Cockayne syndrome))	133530 ; 214150 ; 278780	13	13q22 ; 13q33
DAP3_2356	3240	NM_005143 ; NP_005134	NM_005143	HP	haptoglobin	140100	16	16q22.1
DAP3_2358	2045	NM_004440 ; NP_004431	NM_004440	EPHA7	EPH receptor A7	602190	6	6q16.1
DAP3_2360	3115	NM_002121 ; NP_002112	NM_002121	HLA-DPB1	major histocompatibility complex, class II, DP beta 1	142858	6	6p21.3
DAP3_2361	9197	NM_004733 ; NP_004724	NM_004733	SLC33A1	solute carrier family 33 (acetyl-CoA transporter), member 1	603690	3	3q25.31
DAP3_2363	7021	NM_003221 ; NP_003212	NM_003221	TFAP2B	transcription factor AP-2 beta (activating enhancer binding protein 2 beta)	169100 ; 601601	6	6p12
DAP3_2369	60	NM_001101 ; NP_001092	NM_001101	ACTB	actin, beta	102630	7	7p15-p12
DAP3_2370	7122	NM_003277 ; NP_003268	NM_003277	CLDN5	claudin 5 (transmembrane protein deleted in velocardiofacial syndrome)	602101	22	22q11.21
DAP3_2373	3397	NM_002165 ; NP_002156 ; NM_181353 ; NP_851998	NM_002165	ID1	inhibitor of DNA binding 1, dominant negative helix-loop-helix protein	600349	20	20q11
DAP3_2375	977	NM_001039490 ; NP_001034579 ; NM_004357 ; NP_004348 ; NM_139029 ; NP_620598 ; NM_139030 ; NP_620599	NM_001039490	CD151	CD151 molecule (Raph blood group)	179620 ; 602243 ; 609057	11	11p15.5
DAP3_2383	5860	NM_000320 ; NP_000311	NM_000320	QDPR	quinoid dihydropteridine reductase	261630	4	4p15.31
DAP3_2390	10007	NM_005471 ; NP_005462	NM_005471	GNPDA1	glucosamine-6-phosphate deaminase 1	601798	5	5q21
DAP3_2394	54205	NM_018947 ; NP_061820	NM_018947	CYCS	cytochrome c, somatic	123970	7	7p15.2
DAP3_2398	60	NM_001101 ; NP_001092	NM_001101	ACTB	actin, beta	102630	7	7p15-p12
DAP3_2401	55353	NM_018407 ; NP_060877	NM_018407	LAPTM4B	lysosomal associated protein transmembrane 4 beta	NA	8	8q22.1
DAP3_2402	7220	NM_003304 ; NP_003295	NM_003304	TRPC1	transient receptor potential cation channel, subfamily C, member 1	602343	3	3q22-q24
DAP3_2403	1485	NM_001327 ; NP_001318	NM_001327	CTAG1B	cancer/testis antigen 1B	300156	X	Xq28
DAP3_2404	5064	NM_001040134 ; NP_001035224 ; NM_002579 ; NP_002570	NM_001040134	PALM	paralemmin	608134	19	19p13.3
DAP3_2406	6118	NM_002946 ; NP_002937	NM_002946	RPA2	replication protein A2, 32kDa	179836	1	1p35
DAP3_2409	5981	NM_002913 ; NP_002904	NM_002913	RFC1	replication factor C (activator 1) 1, 145kDa	102579	4	4p14-p13
DAP3_2413	10300	NM_005886 ; NP_005877	NM_005886	KATNB1	katanin p80 (WD repeat containing) subunit B 1	602703	16	16q13
DAP3_2415	5334	NM_006226 ; NP_006217	NM_006226	PLCL1	phospholipase C-like 1	600597	2	2q33
DAP3_2416	2128	NM_001989 ; NP_001980	NM_001989	EVX1	even-skipped homeobox 1	142996	7	7p15-p14
DAP3_2418	3316	NM_001541 ; NP_001532	NM_001541	HSPB2	heat shock 27kDa protein 2	602179	11	11q22-q23
DAP3_2420	8662	NM_001037283 ; NP_001032360 ; NM_003751 ; NP_003742	NM_001037283	EIF3S9	eukaryotic translation initiation factor 3, subunit 9 eta, 116kDa	603917	7	7p22.2
DAP3_2421	5644	; NM_002769 ; NP_002760	NM_002769	PRSS1	protease, serine, 1 (trypsin 1)	167800 ; 276000	7	7q32-qter ; 7q34
DAP3_2424	10960	NM_006816 ; NP_006807	NM_006816	LMAN2	lectin, mannose-binding 2	609551	5	5q35.3
DAP3_2425	4277	NM_005931 ; NP_005922	NM_005931	MICB	MHC class I polypeptide-related sequence B	602436	6	6p21.3
DAP3_2430	5458	NM_004575 ; NP_004566	NM_004575	POU4F2	POU domain, class 4, transcription factor 2	113725	4	4q31.2
DAP3_2431	6850	NM_003177 ; NP_003168	NM_003177	SYK	spleen tyrosine kinase	600085	9	9q22
DAP3_2432	1113	NM_001275 ; NP_001266	NM_001275	CHGA	chromogranin A (parathyroid secretory protein 1)	118910	14	14q32
DAP3_2434	9252	NM_004755 ; NP_004746 ; NM_182398 ; NP_872198	NM_004755	RPS6KA5	ribosomal protein S6 kinase, 90kDa, polypeptide 5	603607	14	14q31-q32.1
DAP3_2436	6878	NM_005641 ; NP_005632 ; NM_139122 ; NP_620834 ; NM_139123 ; NP_620835 ; NM_139315 ; NP_647476	NM_005641	TAF6	TAF6 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 80kDa	602955	7	7q22.1
DAP3_2439	2959	NM_001514 ; NP_001505	NM_001514	GTF2B	general transcription factor IIB	189963	1	1p22-p21
DAP3_2440	26286	NM_014570 ; NP_055385	NM_014570	ARFGAP3	ADP-ribosylation factor GTPase activating protein 3	NA	22	22q13.2-q13.3
DAP3_2442	10449	NM_006111 ; NP_006102	NM_006111	ACAA2	acetyl-Coenzyme A acyltransferase 2 (mitochondrial 3-oxoacyl-Coenzyme A thiolase)	604770	18	18q21.1
DAP3_2450	79868	NM_001039210 ; NP_001034299	NM_001039210	CXorf45	chromosome X open reading frame 45	NA	X	Xq23
DAP3_2458	5368	NM_006228 ; NP_006219	NM_006228	PNOC	prepronociceptin	601459	8	8p21
DAP3_2459	9423	NM_004822 ; NP_004813	NM_004822	NTN1	netrin 1	601614	17	17p13-p12
DAP3_2461	5723	NM_004577 ; NP_004568	NM_004577	PSPH	phosphoserine phosphatase	172480	7	7p15.2-p15.1
DAP3_2485	8858	NM_003891 ; NP_003882	NM_003891	PROZ	protein Z, vitamin K-dependent plasma glycoprotein	176895	13	13q34
DAP3_2501	4835	NM_000904 ; NP_000895	NM_000904	NQO2	NAD(P)H dehydrogenase, quinone 2	160998	6	6pter-q12
DAP3_2534	56265	NM_019609 ; NP_062555	NM_019609	CPXM1	carboxypeptidase X (M14 family), member 1	609555	20	20p13-p12.3
DAP3_2536	1969	NM_004431 ; NP_004422	NM_004431	EPHA2	EPH receptor A2	176946	1	1p36
DAP3_2555	2890	NM_000827 ; NP_000818	NM_000827	GRIA1	glutamate receptor, ionotropic, AMPA 1	138248	5	5q33 ; 5q31.1
DAP3_2584	3299	NM_001040667 ; NP_001035757 ; NM_001538 ; NP_001529	NM_001040667	HSF4	heat shock transcription factor 4	116800 ; 602438	16	16q21
DAP3_2612	3452	NM_002175 ; NP_002166	NM_002175	IFNA21	interferon, alpha 21	147584	9	9p22
DAP3_2619	6667	NM_138473 ; NP_612482	NM_138473	SP1	Sp1 transcription factor	189906	12	12q13.1
DAP3_2630	1192	NM_001288 ; NP_001279	NM_001288	CLIC1	chloride intracellular channel 1	602872	6	6p22.1-p21.2
DAP3_2632	11273	XM_001127543 ; XP_001127543 ; NM_007245 ; NP_009176 ; NM_017492 ; NP_059867 ; NM_145714 ; NP_663760 ; NM_148414 ; NP_680780 ; NM_148415 ; NP_680781 ; NM_148416 ; NP_680782	XM_001127543	ATXN2L	ataxin 2-like	607931	16	16p11
DAP3_2651	5657	NM_002777 ; NP_002768	NM_002777	PRTN3	proteinase 3 (serine proteinase, neutrophil, Wegener granulomatosis autoantigen)	177020	19	19p13.3
DAP3_2658	1445	NM_004383 ; NP_004374	NM_004383	CSK	c-src tyrosine kinase	124095	15	15q23-q25
DAP3_2661	6729	XM_001131752 ; XP_001131752 ; NM_003136 ; NP_003127	XM_001131752	SRP54	signal recognition particle 54kDa	604857	14	14q13.2
DAP3_2680	1409	NM_000394 ; NP_000385	NM_000394	CRYAA	crystallin, alpha A	123580	21	21q22.3
DAP3_2692	6421	NM_005066 ; NP_005057	NM_005066	SFPQ	splicing factor proline/glutamine-rich (polypyrimidine tract binding protein associated)	605199	1	1p34.3
DAP3_2693	29919	NM_013326 ; NP_037458	NM_013326	C18orf8	chromosome 18 open reading frame 8	NA	18	18q11.2
DAP3_2698	23203	NM_015160 ; NP_055975	NM_015160	PMPCA	peptidase (mitochondrial processing) alpha	NA	9	9q34.3
DAP3_2705	6348	NM_002983 ; NP_002974	NM_002983	CCL3	chemokine (C-C motif) ligand 3	182283 ; 609423	17	17q11-q21
DAP3_2706	3976	NM_002309 ; NP_002300	NM_002309	LIF	leukemia inhibitory factor (cholinergic differentiation factor)	159540	22	22q12.2
DAP3_2707	7905	NM_005669 ; NP_005660	NM_005669	REEP5	receptor accessory protein 5	125265	5	5q22-q23
DAP3_2708	958	NM_001250 ; NP_001241 ; NM_152854 ; NP_690593	NM_001250	CD40	CD40 molecule, TNF receptor superfamily member 5	109535 ; 606843	20	20q12-q13.2
DAP3_2715	2100	NM_001040275 ; NP_001035365 ; NM_001040276 ; NP_001035366 ; NM_001437 ; NP_001428	NM_001040275	ESR2	estrogen receptor 2 (ER beta)	601663	14	14q23.2
DAP3_2717	2147	NM_000506 ; NP_000497	NM_000506	F2	coagulation factor II (thrombin)	176930	11	11p11
DAP3_2721	2683	NM_001497 ; NP_001488	NM_001497	B4GALT1	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1	137060 ; 607091	9	9p13
DAP3_2723	79652	NM_024600 ; NP_078876	NM_024600	C16orf30	chromosome 16 open reading frame 30	611002	16	16p13.3
DAP3_2728	4952	NM_000276 ; NP_000267 ; NM_001587 ; NP_001578	NM_000276	OCRL	oculocerebrorenal syndrome of Lowe	300009 ; 300535 ; 309000	X	Xq25-q26.1
DAP3_2729	2877	NM_002083 ; NP_002074	NM_002083	GPX2	glutathione peroxidase 2 (gastrointestinal)	138319	14	14q24.1
DAP3_2732	4671	XM_001126635 ; XP_001126635 ; NM_004536 ; NP_004527 ; NM_022892 ; NP_075043	XM_001126635	NAIP	NLR family, apoptosis inhibitory protein	600355	5	5q13.1
DAP3_2733	6309	NM_001024956 ; NP_001020127 ; NM_006918 ; NP_008849	NM_001024956	SC5DL	sterol-C5-desaturase (ERG3 delta-5-desaturase homolog, S. cerevisiae)-like	602286 ; 607330	11	11q23.3
DAP3_2738	912	NM_001766 ; NP_001757	NM_001766	CD1D	CD1d molecule	188410	1	1q22-q23
DAP3_2739	8027	NM_003473 ; NP_003464	NM_003473	STAM	signal transducing adaptor molecule (SH3 domain and ITAM motif) 1	601899	10	10p14-p13
DAP3_2741	7508	NM_004628 ; NP_004619	NM_004628	XPC	xeroderma pigmentosum, complementation group C	278720	3	3p25
DAP3_2748	4004	NM_002315 ; NP_002306	NM_002315	LMO1	LIM domain only 1 (rhombotin 1)	186921	11	11p15
DAP3_2749	83660	NM_015059 ; NP_055874	NM_015059	TLN2	talin 2	607349	15	15q15-q21
DAP3_2753	5888	NM_002875 ; NP_002866 ; NM_133487 ; NP_597994	NM_002875	RAD51	RAD51 homolog (RecA homolog, E. coli) (S. cerevisiae)	114480 ; 179617	15	15q15.1
DAP3_2755	8493	NM_003620 ; NP_003611	NM_003620	PPM1D	protein phosphatase 1D magnesium-dependent, delta isoform	114480 ; 605100	17	17q23.2
DAP3_2760	5005	NM_000608 ; NP_000599	NM_000608	ORM2	orosomucoid 2	138610	9	9q32
DAP3_2768	23580	NM_012121 ; NP_036253	NM_012121	CDC42EP4	CDC42 effector protein (Rho GTPase binding) 4	605468	17	17q24-q25
DAP3_2776	2936	NM_000637 ; NP_000628	NM_000637	GSR	glutathione reductase	138300	8	8p21.1
DAP3_2787	4891	NM_000617 ; NP_000608	NM_000617	SLC11A2	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2	206100 ; 600523	12	12q13
DAP3_2788	1003	NM_001795 ; NP_001786	NM_001795	CDH5	cadherin 5, type 2, VE-cadherin (vascular epithelium)	601120	16	16q22.1
DAP3_2789	2803	NM_002078 ; NP_002069	NM_002078	GOLGA4	golgi autoantigen, golgin subfamily a, 4	602509	3	3p22-p21.3
DAP3_2791	801	NM_006888 ; NP_008819	NM_006888	CALM1	calmodulin 1 (phosphorylase kinase, delta)	114180	14	14q24-q31
DAP3_2794	4801	NM_006166 ; NP_006157	NM_006166	NFYB	nuclear transcription factor Y, beta	189904	12	12q22-q23
DAP3_2795	5002	NM_002555 ; NP_002546 ; NM_183233 ; NP_899056	NM_002555	SLC22A18	solute carrier family 22 (organic cation transporter), member 18	114480 ; 211980 ; 268210 ; 602631	11	11p15.5
DAP3_2797	2243	NM_000508 ; NP_000499 ; NM_021871 ; NP_068657	NM_000508	FGA	fibrinogen alpha chain	105200 ; 134820 ; 202400	4	4q28
DAP3_2798	4782	NM_005597 ; NP_005588 ; NM_205843 ; NP_995315	NM_005597	NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	600729	19	19p13.3
DAP3_2799	23657	NM_014331 ; NP_055146	NM_014331	SLC7A11	solute carrier family 7, (cationic amino acid transporter, y+ system) member 11	607933	4	4q28-q32
DAP3_2802	2352	NM_000804 ; NP_000795	NM_000804	FOLR3	folate receptor 3 (gamma)	602469	11	11q13
DAP3_2803	6139	NM_000985 ; NP_000976 ; NM_001035006 ; NP_001030178	NM_000985	RPL17	ribosomal protein L17	603661	18	18q21
DAP3_2804	4488	NM_002449 ; NP_002440	NM_002449	MSX2	msh homeobox 2	123101 ; 168500 ; 168550 ; 604757	5	5q34-q35
DAP3_2807	51442	NM_016267 ; NP_057351	NM_016267	VGLL1	vestigial like 1 (Drosophila)	300583	X	Xq26.3
DAP3_2808	9685	NM_014666 ; NP_055481	NM_014666	CLINT1	clathrin interactor 1	181510 ; 607265	5	5q23.1-q33.3
DAP3_2810	4236	NM_005926 ; NP_005917	NM_005926	MFAP1	microfibrillar-associated protein 1	600215	15	15q15-q21
DAP3_2811	6704	NM_001024209 ; NP_001019380	NM_001024209	SPRR2E	small proline-rich protein 2E	NA	1	1q21-q22
DAP3_2813	6440	NM_003018 ; NP_003009	NM_003018	SFTPC	surfactant, pulmonary-associated protein C	178500 ; 178620 ; 263000 ; 265120	8	8p21
DAP3_2816	7464	NM_003389 ; NP_003380 ; NM_052820 ; NP_438171	NM_003389	CORO2A	coronin, actin binding protein, 2A	602159	9	9q22.3
DAP3_2818	10607	NM_006453 ; NP_006444	NM_006453	TBL3	transducin (beta)-like 3	605915	16	16p13.3
DAP3_2820	4758	NM_000434 ; NP_000425	NM_000434	NEU1	sialidase 1 (lysosomal sialidase)	256550 ; 608272	6	6p21.3
DAP3_2822	1019	NM_000075 ; NP_000066	NM_000075	CDK4	cyclin-dependent kinase 4	123829 ; 609048	12	12q14
DAP3_2827	23345	NM_015293 ; NP_056108 ; NM_033071 ; NP_149062 ; NM_133650 ; NP_598411 ; NM_182961 ; NP_892006	NM_015293	SYNE1	spectrin repeat containing, nuclear envelope 1	608441 ; 610743	6	6q25
DAP3_2828	3202	NM_019102 ; NP_061975	NM_019102	HOXA5	homeobox A5	142952	7	7p15-p14
DAP3_2829	2331	NM_002023 ; NP_002014	NM_002023	FMOD	fibromodulin	600245	1	1q32
DAP3_2831	79026	NM_001620 ; NP_001611 ; NM_024060 ; NP_076965	NM_001620	AHNAK	AHNAK nucleoprotein	103390	11	11q12.2
DAP3_2833	4900	NM_006176 ; NP_006167	NM_006176	NRGN	neurogranin (protein kinase C substrate, RC3)	602350	11	11q24
DAP3_2834	696	NM_001732 ; NP_001723	NM_001732	BTN1A1	butyrophilin, subfamily 1, member A1	601610	6	6p22.1
DAP3_2838	833	NM_001014437 ; NP_001014437 ; NM_001014438 ; NP_001014438 ; NM_001751 ; NP_001742 ; NM_139273 ; NP_644802	NM_001014437	CARS	cysteinyl-tRNA synthetase	123859	11	11p15.5
DAP3_2840	7392	NM_003367 ; NP_003358 ; NM_207291 ; NP_997174	NM_003367	USF2	upstream transcription factor 2, c-fos interacting	600390	19	19q13
DAP3_2843	390	NM_005168 ; NP_005159	NM_005168	RND3	Rho family GTPase 3	602924	2	2q23.3
DAP3_2853	6786	NM_003156 ; NP_003147	NM_003156	STIM1	stromal interaction molecule 1	605921	11	11p15.5
DAP3_2854	8349	NM_003528 ; NP_003519	NM_003528	HIST2H2BE	histone cluster 2, H2be	601831	1	1q21-q23
DAP3_2856	10295	NM_005881 ; NP_005872	NM_005881	BCKDK	branched chain ketoacid dehydrogenase kinase	NA	16	16p11.2
DAP3_2857	2812	NM_000407 ; NP_000398	NM_000407	GP1BB	glycoprotein Ib (platelet), beta polypeptide	138720 ; 231200	22	22q11.21-q11.23 ; 22q11.21
DAP3_2861	5269	NM_004568 ; NP_004559	NM_004568	SERPINB6	serpin peptidase inhibitor, clade B (ovalbumin), member 6	173321	6	6p25
DAP3_2862	2140	NM_001990 ; NP_001981	NM_001990	EYA3	eyes absent homolog 3 (Drosophila)	601655	1	1p36
DAP3_2863	4626	NM_002472 ; NP_002463	NM_002472	MYH8	myosin, heavy chain 8, skeletal muscle, perinatal	158300 ; 160741 ; 608837	17	17p13.1
DAP3_2867	2235	NM_000140 ; NP_000131 ; NM_001012515 ; NP_001012533	NM_000140	FECH	ferrochelatase (protoporphyria)	177000	18	18q21.3
DAP3_2868	795	NM_004057 ; NP_004048	NM_004057	S100G	S100 calcium binding protein G	302020	X	Xp22.2
DAP3_2871	4753	NM_006159 ; NP_006150	NM_006159	NELL2	NEL-like 2 (chicken)	602320	12	12q13.11-q13.12
DAP3_2879	3569	NM_000600 ; NP_000591	NM_000600	IL6	interleukin 6 (interferon, beta 2)	147620 ; 148000 ; 166710	7	7p21
DAP3_2882	10444	NM_006336 ; NP_006327	NM_006336	ZER1	zer-1 homolog (C. elegans)	NA	9	9q34.11
DAP3_2883	10465	NM_006347 ; NP_006338	NM_006347	PPIH	peptidylprolyl isomerase H (cyclophilin H)	606095	1	1p34.1
DAP3_2885	2919	NM_001511 ; NP_001502	NM_001511	CXCL1	chemokine (C-X-C motif) ligand 1 (melanoma growth stimulating activity, alpha)	155730	4	4q21
DAP3_2890	3099	NM_000189 ; NP_000180	NM_000189	HK2	hexokinase 2	601125	2	2p13
DAP3_2892	51573	NM_016641 ; NP_057725	NM_016641	MIR16	NA	605943	16	16p12-p11.2
DAP3_2893	8309	NM_003500 ; NP_003491	NM_003500	ACOX2	acyl-Coenzyme A oxidase 2, branched chain	601641	3	3p14.3
DAP3_2895	2841	NM_005292 ; NP_005283	NM_005292	GPR18	G protein-coupled receptor 18	602042	13	13q32
DAP3_2896	632	NM_199173 ; NP_954642	NM_199173	BGLAP	bone gamma-carboxyglutamate (gla) protein (osteocalcin)	112260	1	1q25-q31
DAP3_2898	25852	NM_014154 ; NP_054873 ; NM_015396 ; NP_056211 ; NM_213654 ; NP_998819	NM_014154	ARMC8	armadillo repeat containing 8	NA	3	3q22.3
DAP3_2901	10325	NM_006064 ; NP_006055 ; NM_016656 ; NP_057740	NM_006064	RRAGB	Ras-related GTP binding B	NA	X	Xp11.21
DAP3_2902	288	NM_001149 ; NP_001140 ; NM_020987 ; NP_066267	NM_001149	ANK3	ankyrin 3, node of Ranvier (ankyrin G)	600465	10	10q21
DAP3_2903	5321	NM_024420 ; NP_077734	NM_024420	PLA2G4A	phospholipase A2, group IVA (cytosolic, calcium-dependent)	600522	1	1q25
DAP3_2906	64976	NM_003776 ; NP_003767	NM_003776	MRPL40	mitochondrial ribosomal protein L40	605089	22	22q11.21
